Código del producto,Código del fabricante,Descripción del producto,Column1,Stock,
507,Caja Posterior de torsión intersomática Lumbar (PLIF),,Stock,113,
507.01,,Caja Posterior de torsión intersomática Lumbar (PLIF) 7mm,Stock,163,
507.02,,Caja Posterior de torsión intersomática Lumbar (PLIF) 8mm,Stock,1452,
507.03,,Caja Posterior de torsión intersomática Lumbar (PLIF) 9mm,Stock,305,
507.04,,Caja Posterior de torsión intersomática Lumbar (PLIF) 10mm,Stock,101,
507.05,,Caja Posterior de torsión intersomática Lumbar (PLIF) 11mm,Stock,27,
507.06,,Caja Posterior de torsión intersomática Lumbar (PLIF) 12mm,Stock,38,
507.07,,Caja Posterior de torsión intersomática Lumbar (PLIF) 13mm,Stock,37,
,,Caja Posterior de torsión intersomática Lumbar (PLIF) 15mm,Stock,63,
508,Caja Cervical anterior en forma de cuña,,Stock,91,
508.01,253110050,Caja Cervical anterior en forma de cuña 5,Stock,24,
508.02,253110060,Caja Cervical anterior en forma de cuña 6,Stock,12,
508.03,253110070,Caja Cervical anterior en forma de cuña 7,Stock,19,
508.04,253110080,Caja Cervical anterior en forma de cuña 8,Stock,500,
508.05,253110090,Caja Cervical anterior en forma de cuña 9,Stock,55,
508.06,253110100,Caja Cervical anterior en forma de cuña 10,Stock,71,
509,Caja Cervical anterior Lordótica curva,,Stock,46,
509.01,253120050,Caja Cervical anterior Lordótica curva 5,Stock,71,
509.02,253120060,Caja Cervical anterior Lordótica curva 6,Stock,0,
509.03,253120070,Caja Cervical anterior Lordótica curva 7,Stock,30,
509.04,253120080,Caja Cervical anterior Lordótica curva 8,Stock,90,
509.05,253120090,Caja Cervical anterior Lordótica curva 9,Stock,41,
509.06,253120100,Caja Cervical anterior Lordótica curva 10,Stock,9,
510,Placa bloqueada Cervical anterior en titanio de 4 orificios,,Stock,30,
510.01,231311250,Placa bloqueada Cervical anterior en titanio de 4 orificios 25,Stock,15,
510.02,231311270,Placa bloqueada Cervical anterior en titanio de 4 orificios 27,Stock,11,
510.03,231311290,Placa bloqueada Cervical anterior en titanio de 4 orificios 29,Stock,12,
510.04,231311310,Placa bloqueada Cervical anterior en titanio de 4 orificios 31,Stock,11,
511,Placa bloqueada Cervical anterior en titanio de 6 orificios ,,Stock,8,
511.01,,Placa bloqueada Cervical anterior en titanio de 6 orificios 34,Stock,123,
,,Placa bloqueada Cervical anterior en titanio de 6 orificios 39,Stock,56,
511.02,231312410,Placa bloqueada Cervical anterior en titanio de 6 orificios 41,Stock,47,
511.03,231312430,Placa bloqueada Cervical anterior en titanio de 6 orificios 43,Stock,20,
511.04,231312450,Placa bloqueada Cervical anterior en titanio de 6 orificios 45,Stock,339,
511.05,231312470,Placa bloqueada Cervical anterior en titanio de 6 orificios 47,Stock,51,
512,Placa bloqueada Cervical anterior en titanio de 8 orificios ,,Stock,38,
,,Placa bloqueada Cervical anterior en titanio de 8 orificios 57,Stock,98,
512.01,231313600,Placa bloqueada Cervical anterior en titanio de 8 orificios 60,Stock,54,
512.02,231313630,Placa bloqueada Cervical anterior en titanio de 8 orificios 63,Stock,98,
512.03,231313660,Placa bloqueada Cervical anterior en titanio de 8 orificios 66,Stock,45,
512.04,231313690,Placa bloqueada Cervical anterior en titanio de 8 orificios 69,Stock,12,
513,Tornillo Cervical en titanio 4.0,,Stock,21,
,,Tornillo Cervical en titanio 4.0x12mm,Stock,12,
513.01,231322113,Tornillo Cervical en titanio 4.0x13mm,Stock,170,
513.02,231322114,Tornillo Cervical en titanio 4.0x14mm,Stock,6,
513.03,231322115,Tornillo Cervical en titanio 4.0x15mm,Stock,21,
513.04,231322116,Tornillo Cervical en titanio 4.0x16mm,Stock,14,
514,Tornillo Cervical en titanio 4.5,,Stock,19,
514.01,231323113,Tornillo Cervical en titanio 4.5x13mm,Stock,37,
514.02,231323114,Tornillo Cervical en titanio 4.5x14mm,Stock,40,
514.03,231323115,Tornillo Cervical en titanio 4.5x15mm,Stock,19,
514.04,231323116,Tornillo Cervical en titanio 4.5x16mm,Stock,14,
600,,Ortobiológico,Stock,,
601,Injerto óseo en DBM ,,Stock,0,
601.01,,DBM 0.5cc,Stock,0,
601.02,,DBM 1cc,Stock,5,
601.03,,DBM 2cc,Stock,0,
601.04,,DBM 2.5cc,Stock,2,
601.05,,DBM 3cc,Stock,8,
601.06,,DBM 5cc,Stock,35,
601.07,,DBM 10cc,Stock,3,
602,Injerto óseo en chip,,Stock,,
602.01,,Injerto óseo en chip 1cc,Stock,0,
602.02,,Injerto óseo en chip 5cc,Stock,0,
602.03,,Injerto óseo en chip 10cc,Stock,0,
602.04,,Injerto óseo en chip 15cc,Stock,0,
602.05,,Injerto óseo en chip 30cc,Stock,0,
602.06,,Injerto óseo en chip 45cc,Stock,0,
602.07,,Injerto óseo en chip 60cc,Stock,0,
700,,Misceláneo,Stock,,
700.01,,Grapadora de piel ,Stock,2300,
700.02,,Saca grapa,Stock,330,
700.03,,Duraprep,Stock,3010,
700.04,,Ioban,Stock,0,
700.05,,Alambre 1.8,Stock,0,
701,Hoja de sierra oscilante,,Stock,15,
701.01,,Hoja de sierra oscilante ancha 70,Stock,3,
701.02,,Hoja de sierra oscilante ancha 90,Stock,4,
701.03,,Hoja de sierra oscilante estrecha 90,Stock,4,
701.04,,Hoja de sierra oscilante ancha 100,Stock,4,
702,Sutura de alta tensión,,Stock,0,
702.01,,Sutura de alta tensión #0,Stock,2,
702.02,,Sutura de alta tensión #5 Ethibond Excel (Polyester),Stock,10,
702.03,,Sutura de alta tensión #6-0 Monocryl (Poliglecaprone 25),Stock,10,
800,,Prótesis bipolar de Cadera con sus componentes,Stock,0,
801,Cabeza Femoral en cromo cobalto,,Stock,4,
801.01,549986,Cabeza Femoral en cromo cobalto 24+0,Stock,9,
801.02,549985,Cabeza Femoral en cromo cobalto 24+3.5,Stock,18,
801.03,549984,Cabeza Femoral en cromo cobalto 24+7,Stock,9,
801.04,549983,Cabeza Femoral en cromo cobalto 28-3.5,Stock,9,
801.05,549982,Cabeza Femoral en cromo cobalto 28+0,Stock,9,
801.06,549981,Cabeza Femoral en cromo cobalto 28+3.5,Stock,0,
802,Cabeza bipolar en cromo cobalto con polietileno,,Stock,0,
802.01,549967,Cabeza bipolar en cromo cobalto con polietileno 38mm,Stock,196,
802.02,549966,Cabeza bipolar en cromo cobalto con polietileno 40mm,Stock,50,
802.03,549965,Cabeza bipolar en cromo cobalto con polietileno 42mm,Stock,53,
802.04,549964,Cabeza bipolar en cromo cobalto con polietileno 44mm,Stock,99,
802.05,549963,Cabeza bipolar en cromo cobalto con polietileno 46mm,Stock,33,
802.06,549962,Cabeza bipolar en cromo cobalto con polietileno 48mm,Stock,11,
802.07,549961,Cabeza bipolar en cromo cobalto con polietileno 50mm,Stock,0,
802.08,549960,Cabeza bipolar en cromo cobalto con polietileno 52mm,Stock,0,
802.09,549959,Cabeza bipolar en cromo cobalto con polietileno 54mm,Stock,0,
803,Componente Femoral DELTA Ti plasma-sprayed,,Stock,0,
803.01,549929,Componente Femoral DELTA Ti plasma-sprayed de 9mm,Stock,0,
803.02,549928,Componente Femoral DELTA Ti plasma-sprayed de 10mm,Stock,,
803.03,549927,Componente Femoral DELTA Ti plasma-sprayed de 11mm,Stock,88,
803.04,549926,Componente Femoral DELTA Ti plasma-sprayed de 12mm,Stock,0,
803.05,549925,Componente Femoral DELTA Ti plasma-sprayed de 13mm,Stock,12,
803.06,549924,Componente Femoral DELTA Ti plasma-sprayed de 14mm,Stock,0,
804,Componente Femoral HARMONY Ti plasma-sprayed,,Stock,5,
804.01,549873,Componente Femoral HARMONY Ti plasma-sprayed de 9mm,Stock,28,
804.02,549872,Componente Femoral HARMONY Ti plasma-sprayed de 10mm,Stock,44,
804.03,549871,Componente Femoral HARMONY Ti plasma-sprayed de 11mm,Stock,0,
804.04,549870,Componente Femoral HARMONY Ti plasma-sprayed de 12mm,Stock,28,
804.05,549869,Componente Femoral HARMONY Ti plasma-sprayed de 13mm,Stock,0,
804.06,549868,Componente Femoral HARMONY Ti plasma-sprayed de 14mm,Stock,1,
805, Cemento óseo,,Stock,1,
805.01,,Cemento óseo con gentamicina,Stock,0,
805.02,,Cemento óseo sin gentamicina,Stock,4,
900,,Kit de terapia para herida por presión negativa,Stock,0,
901,Kit de esponja negra,,Stock,0,
901.01,3005109000,Kit de esponja negra pequeña,Stock,,
901.02,3005109000,Kit de esponja negra mediana,Stock,2665,
901.03,3005109000,Kit de esponja negra grande,Stock,484,
902,9018390000,Vaso de 800cc,Stock,3049,
902.01,,Tapa para vaso CA32 ,Stock,0,
902.02,,Tubo para vaso (largo),Stock,3,
903,9018390000,Filtro bacteriano,Stock,11,
903.01,,Tubo para vaso (corto),Stock,0,
904,,Soliditier,Stock,3,
1000,,Mini fragmento,Stock,4,
1001,Placa bloqueada de minifragmento en forma de T 2.4 en titanio y sus componentes,,Stock,4,
1001.01,121234004,Placa bloqueada de minifragmento en forma de T 2.4 en titanio de 4 orificios,Stock,-4,
1001.02,121234005,Placa bloqueada de minifragmento en forma de T 2.4 en titanio de 5 orificios,Stock,0,
1001.03,121234006,Placa bloqueada de minifragmento en forma de T 2.4 en titanio de 6 orificios,Stock,-4,
1002,Placa bloqueada de minifragmento condilar 2.4 en titanio y sus componentes,,Stock,0,
1002.01,121224003,Placa bloqueada de minifragmento condilar 2.4 en titanio de 3 orificios ,Stock,0,
1002.02,121224004,Placa bloqueada de minifragmento condilar 2.4 en titanio de 4 orificios ,Stock,105,
1002.03,121224005,Placa bloqueada de minifragmento condilar 2.4 en titanio de 5 orificios ,Stock,13,
1002.04,121224006,Placa bloqueada de minifragmento condilar 2.4 en titanio de 6 orificios ,Stock,6,
1003,Placa bloqueada de minifragmento recta 2.4 en titanio y sus componentes,,Stock,3,
1003.01,121222004,Placa bloqueada de minifragmento recta 2.4 en titanio de 4 orificios,Stock,17,
1003.02,121222005,Placa bloqueada de minifragmento recta 2.4 en titanio de 5 orificios,Stock,47,
1003.03,121222006,Placa bloqueada de minifragmento recta 2.4 en titanio de 6 orificios,Stock,19,
1003.04,121222007,Placa bloqueada de minifragmento recta 2.4 en titanio de 7 orificios,Stock,57,
1004,Tornillo de bloqueo en titanio 2.4,,Stock,1401,
1004.01,132201008,Tornillo de bloqueo en titanio 2.4x8mm,Stock,3,
1004.02,132201010,Tornillo de bloqueo en titanio 2.4x10mm,Stock,0,
1004.03,132201012,Tornillo de bloqueo en titanio 2.4x12mm,Stock,0,
1004.04,132201014,Tornillo de bloqueo en titanio 2.4x14mm,Stock,30,
1004.05,132201016,Tornillo de bloqueo en titanio 2.4x16mm,Stock,427,
1004.06,132201018,Tornillo de bloqueo en titanio 2.4x18mm,Stock,527,
1004.07,132201220,Tornillo de bloqueo en titanio 2.4x20mm,Stock,131,
1004.08,132201222,Tornillo de bloqueo en titanio 2.4x22mm,Stock,74,
1004.09,132201224,Tornillo de bloqueo en titanio 2.4x24mm,Stock,89,
1004.1,132201226,Tornillo de bloqueo en titanio 2.4x26mm,Stock,40,
1004.11,132201028,Tornillo de bloqueo en titanio 2.4x28mm,Stock,80,
1010,,Linea de artroscopia,Stock,,
1011,E0201,Endoboton/Endobutton,Stock,100,
1020,,Línea de desinfección ,Stock,0,
1021,HYS-1668,Maquina de Ozono ,Stock,0,
1022,500X4,Tableta de Dióxido de cloro,Stock,0,
1023,500KX6,Tarjetas de Dióxido de cloro,Stock,0,
1023.01,500KX6,4 Tarjetas de Dióxido de cloro,Stock,0,
1023.02,500KX6,6 Tarjetas de Dióxido de cloro,Stock,0,
1024,Royos,,Stock,0,
1024.01,075-200,Royo de esterilización de 75mmx200mm,Stock,0,
1024.02,,Royo de esterilización azul de 90gsmx160cm,Stock,0,
1024.03,LTJD075-100,Royo de esterilización reforzado 75mmX100mm,Stock,0,
1024.04,LTJD250-100,Royo de esterilización reforzado 250mmx100mm,Stock,0,
1025,1250,Cinta indicadora de vapor de 12mmx50mm,Stock,0,
1030,,Línea de Órtesis ,Stock,,
1031,LS2101U,Vendaje en 8 one size negro,Stock,0,
1032,Vendaje en 8,,Stock,0,
1032.01,XK216,Vendaje en 8 Small,Stock,0,
1032.02,XK216,Vendaje en 8 Medium,Stock,0,
1032.03,XK216,Vendaje en 8 Large,Stock,0,
1032.04,XK216,Vendaje en 8 Extra large,Stock,0,
1033,Faja toraco lumbrosaca,,Stock,0,
1033.01,XK420-1,Faja toraco lumbrosaca Extra small,Stock,0,
1033.02,XK420-1,Faja toraco lumbrosaca Small,Stock,0,
1033.03,XK420-1,Faja toraco lumbrosaca Medium,Stock,0,
1033.04,XK420-1,Faja toraco lumbrosaca Large,Stock,0,
1033.05,XK420-1,Faja toraco lumbrosaca extra large,Stock,0,
1034,Faja toracolumbar,,Stock,0,
1034.01,XK420-6,Faja toraco lumbar Small,Stock,0,
1034.02,XK420-6,Faja toraco lumbar Medium,Stock,0,
1034.03,XK420-6,Faja toraco lumbar Large,Stock,0,
1034.04,XK420-6,Faja toraco lumbar extra large,Stock,0,
1035,Faja lumbar modular,,Stock,0,
1035.01,XK408-2,Faja lumbar modular Small,Stock,0,
1035.02,XK408-2,Faja lumbar modular Medium,Stock,0,
1035.03,XK408-2,Faja lumbar modular Large,Stock,0,
1035.04,XK408-2,Faja lumbar modular Extra large,Stock,0,
1036,Faja lumbar,,Stock,0,
1036.01,XKW452,Faja lumbar Small,Stock,0,
1036.02,XKW452,Faja lumbar Medium,Stock,0,
1036.03,XKW452,Faja lumbar Large,Stock,0,
1036.04,XKW452,Faja lumbar Extra large,Stock,0,
1037,Faja de 4 paneles rosada,,Stock,0,
1037.01,XK501,Faja de 4 paneles rosada Small,Stock,0,
1037.02,XK501,Faja de 4 paneles rosada Medium,Stock,0,
1037.03,XK501,Faja de 4 paneles rosada Large,Stock,0,
1037.04,XK501,Faja de 4 paneles rosada Extra large,Stock,0,
1038,Faja de 4 paneles blanca ,,Stock,0,
1038.01,,Faja de 4 paneles blanca Small,Stock,0,
1038.02,,Faja de 4 paneles blanca Medium,Stock,0,
1038.03,,Faja de 4 paneles blanca Large,Stock,0,
1038.04,,Faja de 4 paneles blanca Extra large,Stock,0,
,Faja normal,,Stock,0,
,XK505,,Stock,0,
,XK505,,Stock,0,
,XK505,,Stock,0,
,XK505,,Stock,0,
1039,Faja de 3 paneles,,Stock,0,
1039.01,XK506,Faja de 3 paneles Small,Stock,0,
1039.02,XK506,Faja de 3 paneles Medium,Stock,0,
1039.03,XK506,Faja de 3 paneles Large,Stock,0,
1039.04,XK506,Faja de 3 paneles Extra large,Stock,0,
1040,Faja para embarazada,,Stock,0,
1040.01,XK504-2,Faja para embarazada Small,Stock,0,
1040.02,XK504-2,Faja para embarazada Medium,Stock,0,
1040.03,XK504-2,Faja para embarazada Large,Stock,0,
1041,Inmovilizador de hombro,,Stock,0,
1041.01,XK314,Inmovilizador de hombro negro ,Stock,0,
1041.02,XK314-2,Inmovilizador de hombro blanco,Stock,0,
1042,Cabestrillos,,Stock,,
1042.01,XK331,Cabestrillo en malla,Stock,0,
1042.02,XK334-2,Cabestrillo en tela,Stock,0,
1043,XKW352,Banda para epicondilitis,Stock,0,
1044,Soporte de muñeca para tenosinovitis,,Stock,0,
1044.01,J9104,Soporte de muñeca para tenosinovitis Small,Stock,0,
1044.02,J9104,Soporte de muñeca para tenosinovitis Medium,Stock,0,
1044.03,J9104,Soporte de muñeca para tenosinovitis Large,Stock,0,
1045,Férula para el dedo dinamica,,Stock,0,
1045.01,XK805,Férula para el dedo dinamica Small,Stock,0,
1045.02,XK805,Férula para el dedo dinamica Medium,Stock,0,
1045.03,XK805,Férula para el dedo dinamica Large,Stock,0,
1046,Brace,,Stock,0,
1046.01,LS6101U,Brace de rodilla,Stock,0,
1046.02,LS6107/U,Brace de rodilla post quirurgica,Stock,0,
1047,Inmovilizador de rodilla tipo calza,,Stock,0,
1047.01,XK613-2,Inmovilizador de rodilla tipo calza Small,Stock,0,
1047.02,XK613-2,Inmovilizador de rodilla tipo calza Medium,Stock,0,
1047.03,XK613-2,Inmovilizador de rodilla tipo calza Large,Stock,0,
1048,Manga de compresión hasta el muslo sin pie,,Stock,0,
1048.01,J9303,Manga de compresión hasta el muslo sin pie Small,Stock,0,
1048.02,J9303,Manga de compresión hasta el muslo sin pie Medium,Stock,0,
1048.03,J9303,Manga de compresión hasta el muslo sin pie Large,Stock,0,
1048.04,J9303,Manga de compresión hasta el muslo sin pie Extra large,Stock,0,
1049,Manga de compresión para la pantorrilla,,Stock,0,
1049.01,J9101,Manga de compresión para la pantorrilla Small,Stock,0,
1049.02,J9101,Manga de compresión para la pantorrilla Medium,Stock,0,
1049.03,J9101,Manga de compresión para la pantorrilla Large,Stock,0,
1049.04,J9101,Manga de compresión para la pantorrilla Extra large,Stock,0,
1050,Media de compresión hasta el muslo con punta cerrada,,Stock,0,
1050.01,J9301,Media de compresión hasta el muslo con punta cerrada Small,Stock,0,
1050.02,J9301,Media de compresión hasta el muslo con punta cerrada Medium,Stock,0,
1050.03,J9301,Media de compresión hasta el muslo con punta cerrada Large,Stock,0,
1050.04,J9301,Media de compresión hasta el muslo con punta cerrada Extra large,Stock,0,
1051,Media de compresión hasta el muslo con punta abierta,,Stock,0,
1051.01,J9302,Media de compresión hasta el muslo con punta abierta Small,Stock,0,
1051.02,J9302,Media de compresión hasta el muslo con punta aberta Medium,Stock,0,
1051.03,J9302,Media de compresión hasta el muslo con punta abierta Large,Stock,0,
1051.04,J9302,Media de compresión hasta el muslo con punta abierta Extra large,Stock,0,
1052,Media de compresión hasta la rodilla,,Stock,0,
1052.01,J9201,Media de compresión hasta la rodilla Small,Stock,0,
1052.02,J9201,Media de compresión hasta la rodilla Medium,Stock,0,
1052.03,J9201,Media de compresión hasta la rodilla Large,Stock,0,
1052.04,J9201,Media de compresión hasta la rodilla Extra large,Stock,0,
1053,Tobilleras,,Stock,0,
153.01,LS7103 U,Tobillera de estribo con memoria/viscoelástica,Stock,0,
153.02,LS7104U,Tobillera de estribo con neumática/almohadillas de gel/aire,Stock,,
1054,Bota de tobillo neumática,,Stock,0,
1054.01,LS7107S,Bota de tobillo neumática Small,Stock,0,
1054.02,LS7107M,Bota de tobillo neumática Medium,Stock,0,
1054.03,LS7107L,Bota de tobillo neumática Large,Stock,0,
1055,Bota de tobillo neumática ligera,,Stock,0,
1055.01,LS7108S,Bota de tobillo neumática ligera Small,Stock,0,
1055.02,LS7108M,Bota de tobillo neumática ligera Medium,Stock,0,
1055.03,LS7108L,Bota de tobillo neumática ligera Large,Stock,0,
1056,Bota de tobillo neumática ultraligera,,Stock,0,
1056.01,LS78001S,Bota de tobillo neumática ultraligera Small,Stock,0,
1056.02,LS78001M,Bota de tobillo neumática ultraligera Medium,Stock,0,
1056.03,LS78001L,Bota de tobillo neumática ultraligera Large,Stock,0,
1057,Ortesis para hallux valgus,,Stock,0,
1057.01,XK718-2,Ortesis para hallux valgus izq.,Stock,0,
1057.02,XK718-2,Ortesis para hallux valgus der.,Stock,0,
1058,Muletas ,,Stock,0,
1058.01,FY925L(S),Muleta de aluminio ajustable Small,Stock,0,
1058.02,FY925L(M),Muleta de aluminio ajustable Medium,Stock,0,
1058.03,FY925L(L),Muleta de aluminio ajustable Large,Stock,0,
1059,Bastones ,,Stock,0,
1059.01,FY938L,Bastón en aluminio de un punto ajustable,Stock,0,
1059.02,FY929LT,Bastón en aluminio de 3 puntos ajustable,Stock,0,
1060,FY913L,Andador de marco plegable y ajustable en altura con puntas de goma antideslizantes,Stock,0,
1061,FY809-46,Silla de ruedas de acero ,Stock,0,
2000,,MAXILO FACIAL,Stock,0,
2001,,Placa 1.6 recta en titanio,Stock,0,
2002,242.20ST02,Placa 1.6 recta en titanio de 2 orificios,Stock,0,
,242.20ST04,Placa 1.6 recta en titanio de 4 orificios,Stock,0,
,242.20ST06,Placa 1.6 recta en titanio de 6 orificios ,Stock,0,
,242.20ST12,Placa 1.6 recta en titanio de 12 orificios ,Stock,0,
,,Placa 1.6 recta en titanio de 18 orificios ,Stock,0,
,242.20ST20,Placa 1.6 recta en titanio de 20 orificios ,Stock,0,
,,Placa 1.6 recta con puente en titanio de 2 orificios ,Stock,0,
,242.21ST04,Placa 1.6 recta con puente en titanio de 4 orificios ,Stock,0,
,,Placa 1.6 recta con puente largo en titanio de 2 orificios ,Stock,0,
,242.20CD06,Placa 1.6 curva u órbita en titanio de 6 orificios,Stock,0,
,242.20CD12,Placa 1.6 curva u órbita en titanio de 12 orificios,Stock,0,
,,Placa 1.6 tipo L en titanio,Stock,0,
,242.20LR04,Placa 1.6 tipo L 90° en titanio de 4 orificios der.,Stock,0,
,242.20LL04,Placa 1.6 tipo L 90° en titanio de 4 orificios izq.,Stock,0,
,242.22LR04,Placa 1.6 tipo L 100° en titanio de 4 orificios der.,Stock,0,
,242.22LL04,Placa 1.6 tipo L 100° en titanio de 4 orificios izq.,Stock,0,
,,Placa 1.6 tipo L con puente en titanio,Stock,0,
,242.21LR04,Placa 1.6 tipo L 90° con puente en titanio de 4 orificios der.,Stock,0,
,242.21LL04,Placa 1.6 tipo L 90° con puente en titanio de 4 orificios izq.,Stock,0,
,242.23LR04,Placa 1.6 tipo L 100° con puente en titanio de 4 orificios der.,Stock,0,
,242.23LL04,Placa 1.6 tipo L 100° con puente en titanio de 4 orificios izq.,Stock,0,
,242.20DY05,Placa 1.6 tipo Y en titanio de 6 orificios,Stock,0,
,,Placa 1.6 tipo Y en titanio de 7 orificios der.,Stock,0,
,,Placa 1.6 tipo Y en titanio de 7 orificios izq.,Stock,0,
,,Placa 1.6 tipo Y con puente largo en titanio de 7 orificios der.,Stock,0,
,,Placa 1.6 tipo Y con puente largo en titanio de 7 orificios izq.,Stock,0,
,242.20DY06,Placa 1.6 tipo doble Y en titanio de 6 orificios,Stock,0,
,242.20IP04,Placa 1.6 tipo I en titanio de 4 orificios,Stock,0,
,,Placa 1.6 tipo T con puente de 5 orificios,Stock,0,
,,Placa 1.6 tipo doble T de 6 orificios,Stock,0,
,,Placa 1.6 tipo X de 6 orificios,Stock,0,
,,Placa 1.6 tipo X con puente largo de 6 orificios,Stock,0,
,,Placa 1.6 tipo Z de 4 orificios der.,Stock,0,
,,Placa 1.6 tipo Z de 4 orificios izq.,Stock,0,
,242.20QD06,Placa 1.6 tipo Matrix en titanio de 6 orificios ,Stock,0,
,242.20SQ04,Placa 1.6 cuadrada en titanio de 4 orificios,Stock,0,
,MP-20-100-100,Malla de piso de órbita 100x100mm,Stock,0,
,,Malla de piso de órbita 50x100mm,Stock,0,
,,Malla de piso de órbita preformada,Stock,0,
,16-OR-V10-02,Malla de piso de órbita preformada pequeña 0.2mm,Stock,0,
,16-OR-V10-03,Malla de piso de órbita preformada pequeña 0.3mm,Stock,0,
,16-OR-V20-02,Malla de piso de órbita preformada mediana 0.2mm,Stock,0,
,16-OR-V20-03,Malla de piso de órbita preformada mediana 0.3mm,Stock,0,
,16-OR-C10-02,Malla de piso de órbita preformada grande 0.2mm,Stock,0,
,16-OR-C10-03,Malla de piso de órbita preformada grande 0.3mm,Stock,0,
,16-OR-F10-02,Malla de piso de órbita preformada grande (abanico) 0.2mm,Stock,0,
,16-OR-F10-03,Malla de piso de órbita preformada grande (abanico) 0.3mm,Stock,0,
,,Tornillo autorroscante en titanio 1.6,Stock,,
,241.011603,Tornillo autorroscante en titanio 1.6x3mm,Stock,0,
,241.011604,Tornillo autorroscante en titanio 1.6x4mm,Stock,0,
,241.011605,Tornillo autorroscante en titanio 1.6x5mm,Stock,0,
,241.011606,Tornillo autorroscante en titanio 1.6x6mm,Stock,0,
,241.011607,Tornillo autorroscante en titanio 1.6x7mm,Stock,0,
,241.011608,Tornillo autorroscante en titanio 1.6x8mm,Stock,2,
,241.011609,Tornillo autorroscante en titanio 1.6x9mm,Stock,97,
,241.011610,Tornillo autorroscante en titanio 1.6x10mm,Stock,2,
,241.011611,Tornillo autorroscante en titanio 1.6x11mm,Stock,22,
,241.011612,Tornillo autorroscante en titanio 1.6x12mm,Stock,7,
,,Tornillo de emergencia en titanio 1.8,Stock,0,
,241.011803,Tornillo de emergencia en titanio 1.8x3mm,Stock,156,
,241.011804,Tornillo de emergencia en titanio 1.8x4mm,Stock,0,
,241.011805,Tornillo de emergencia en titanio 1.8x5mm,Stock,6,
,241.011806,Tornillo de emergencia en titanio 1.8x6mm,Stock,4,
,241.011807,Tornillo de emergencia en titanio 1.8x7mm,Stock,0,
,241.011808,Tornillo de emergencia en titanio 1.8x8mm,Stock,0,
,241.011809,Tornillo de emergencia en titanio 1.8x9mm,Stock,0,
,241.011810,Tornillo de emergencia en titanio 1.8x10mm,Stock,0,
,241.011811,Tornillo de emergencia en titanio 1.8x11mm,Stock,0,
,241.011812,Tornillo de emergencia en titanio 1.8x12mm,Stock,0,
,,Tornillo autoperforante en titanio 1.6,Stock,0,
,241.021603,Tornillo autoperforante en titanio 1.6x3mm,Stock,0,
,241.021604,Tornillo autoperforante en titanio 1.6x4mm,Stock,0,
,241.021605,Tornillo autoperforante en titanio 1.6x5mm,Stock,2,
,241.021606,Tornillo autoperforante en titanio 1.6x6mm,Stock,0,
,241.021607,Tornillo autoperforante en titanio 1.6x7mm,Stock,3,
,241.021608,Tornillo autoperforante en titanio 1.6x8mm,Stock,0,
,241.021609,Tornillo autoperforante en titanio 1.6x9mm,Stock,3,
,241.021610,Tornillo autoperforante en titanio 1.6x10mm,Stock,11,
,241.021611,Tornillo autoperforante en titanio 1.6x11mm,Stock,4,
,241.021612,Tornillo autoperforante en titanio 1.6x12mm,Stock,4,
,,Mini Placa 2.0 recta bloqueada en titanio,Stock,10,
,20L-SB-004,Placa 2.0 recta bloqueada en titanio de 4 orificios,Stock,6,
,20L-SB-104,Placa 2.0 recta bloqueada con puente en titanio de 4 orificios,Stock,5,
,20L-ST-006R10,Placa 2.0 recta bloqueada en titanio de 6 orificios,Stock,0,
,20L-ST-006-R,Placa 2.0 recta bloqueada en titanio de 6 orificios,Stock,12,
,20L-ST-010-R,Placa 2.0 recta bloqueada en titanio de 10 orificios,Stock,1,
,20L-ST-018-R,Placa 2.0 recta bloqueada en titanio de 13 orificios,Stock,0,
,20L-CD-005,Placa 2.0 curva bloqueada en titanio de 5 orificios,Stock,0,
,20L-CD-007,Placa 2.0 curva bloqueada en titanio de 7 orificios,Stock,17,
,20L-CD-009,Placa 2.0 curva bloqueada en titanio de 9 orificios,Stock,21,
,242.50ST04,Mini Placa 2.0 recta bloqueada en titanio de 4 orificios,Stock,19,
,242.50ST06,Mini placa 2.0 recta bloqueada en titanio de 6 orificios ,Stock,39,
,242.50ST06.01,Mini placa 2.0 recta bloqueada en titanio de 6 orificios ,Stock,0,
,242.50ST08,Mini placa 2.0 recta bloqueada en titanio de 8 orificios,Stock,0,
,242.50ST10,Mini placa 2.0 recta bloqueada en titanio de 10 orificios,Stock,0,
,242.50ST20,Mini placa 2.0 recta bloqueada en titanio de 20 orificios ,Stock,0,
,242.50ST20.01,Mini placa 2.0 recta bloqueada en titanio de 20 orificios ,Stock,0,
,242.52ST04,Mini Placa 2.0 recta bloqueada con puente en titanio de 4 orificios,Stock,0,
,242.52ST04.01,Mini Placa 2.0 recta bloqueada con puente en titanio de 4 orificios,Stock,0,
,242.20ST08.01,Mini Placa 2.0 recta bloqueada con puente en titanio de 8 orificios,Stock,0,
,242.50CD04,Mini Placa 2.0 curva bloqueada en titanio de 4 orificios,Stock,0,
,242.50CD06,Mini Placa 2.0 curva bloqueada en titanio de 6 orificios,Stock,0,
,242.50CD07.01,Mini Placa 2.0 curva bloqueada en titanio de 7 orificios,Stock,0,
,242.50CD12,Mini Placa 2.0 curva bloqueada en titanio de 12 orificios,Stock,0,
