Codigo,,Descripcion de productos,Ubicación,Cantidad,
,,Tornillo de Esponjosa en titanio 4.0x16mm,AP/BAN-3.5-8,2,
325.01,132117218,Tornillo de Esponjosa en titanio 4.0x18mm,AP/BAN-3.5-8,2,
325.02,132117220,Tornillo de Esponjosa en titanio 4.0x20mm,AP/BAN-3.5-8,2,
325.03,132117222,Tornillo de Esponjosa en titanio 4.0x22mm,AP/BAN-3.5-8,2,
325.04,132117224,Tornillo de Esponjosa en titanio 4.0x24mm,AP/BAN-3.5-8,2,
325.05,132117226,Tornillo de Esponjosa en titanio 4.0x26mm,AP/BAN-3.5-8,2,
325.06,132117228,Tornillo de Esponjosa en titanio 4.0x28mm,AP/BAN-3.5-8,2,
325.07,132117230,Tornillo de Esponjosa en titanio 4.0x30mm,AP/BAN-3.5-8,2,
325.08,132117232,Tornillo de Esponjosa en titanio 4.0x32mm,AP/BAN-3.5-8,2,
325.09,132117234,Tornillo de Esponjosa en titanio 4.0x34mm,AP/BAN-3.5-8,2,
325.1,132117236,Tornillo de Esponjosa en titanio 4.0x36mm,AP/BAN-3.5-8,2,
325.11,132117238,Tornillo de Esponjosa en titanio 4.0x38mm,AP/BAN-3.5-8,2,
325.12,132117240,Tornillo de Esponjosa en titanio 4.0x40mm,AP/BAN-3.5-8,2,
325.13,132117242,Tornillo de Esponjosa en titanio 4.0x42mm,AP/BAN-3.5-8,2,
325.14,132117244,Tornillo de Esponjosa en titanio 4.0x44mm,AP/BAN-3.5-8,2,
325.15,132117246,Tornillo de Esponjosa en titanio 4.0x46mm,AP/BAN-3.5-8,2,
325.16,132117248,Tornillo de Esponjosa en titanio 4.0x48mm,AP/BAN-3.5-8,2,
325.17,132117250,Tornillo de Esponjosa en titanio 4.0x50mm,AP/BAN-3.5-8,2,
325.18,132117252,Tornillo de Esponjosa en titanio 4.0x52mm,AP/BAN-3.5-8,2,
326.01,132115030,Tornillo de Esponjosa de rosca parcial en titanio 4.0x30mm,AP/BAN-3.5-8,2,
326.02,132115032,Tornillo de Esponjosa de rosca parcial en titanio 4.0x32mm,AP/BAN-3.5-8,2,
326.03,132115034,Tornillo de Esponjosa de rosca parcial en titanio 4.0x34mm,AP/BAN-3.5-8,2,
326.04,132115036,Tornillo de Esponjosa de rosca parcial en titanio 4.0x36mm,AP/BAN-3.5-8,2,
326.05,132115038,Tornillo de Esponjosa de rosca parcial en titanio 4.0x38mm,AP/BAN-3.5-8,2,
326.06,132115040,Tornillo de Esponjosa de rosca parcial en titanio 4.0x40mm,AP/BAN-3.5-8,2,
326.07,132115042,Tornillo de Esponjosa de rosca parcial en titanio 4.0x42mm,AP/BAN-3.5-8,2,
326.08,132115044,Tornillo de Esponjosa de rosca parcial en titanio 4.0x44mm,AP/BAN-3.5-8,2,
326.09,132115046,Tornillo de Esponjosa de rosca parcial en titanio 4.0x46mm,AP/BAN-3.5-8,2,
326.1,132115048,Tornillo de Esponjosa de rosca parcial en titanio 4.0x48mm,AP/BAN-3.5-8,2,
326.11,132115050,Tornillo de Esponjosa de rosca parcial en titanio 4.0x50mm,AP/BAN-3.5-8,2,
326.12,132115052,Tornillo de Esponjosa de rosca parcial en titanio 4.0x52mm,AP/BAN-3.5-8,2,
326.13,132115054,Tornillo de Esponjosa de rosca parcial en titanio 4.0x54mm,AP/BAN-3.5-8,2,
326.14,132115056,Tornillo de Esponjosa de rosca parcial en titanio 4.0x56mm,AP/BAN-3.5-8,2,
326.15,132115058,Tornillo de Esponjosa de rosca parcial en titanio 4.0x58mm,AP/BAN-3.5-8,2,
326.16,132115060,Tornillo de Esponjosa de rosca parcial en titanio 4.0x60mm,AP/BAN-3.5-8,2,
323.01,132214014,Tornillo de bloqueo en titanio 3.5x14mm,AP/BAN-3.5-9,4,
323.02,132214016,Tornillo de bloqueo en titanio 3.5x16mm,AP/BAN-3.5-9,4,
323.03,132214018,Tornillo de bloqueo en titanio 3.5x18mm,AP/BAN-3.5-9,4,
323.04,132214020,Tornillo de bloqueo en titanio 3.5x20mm,AP/BAN-3.5-9,4,
323.05,132214022,Tornillo de bloqueo en titanio 3.5x22mm,AP/BAN-3.5-9,4,
323.06,132214024,Tornillo de bloqueo en titanio 3.5x24mm,AP/BAN-3.5-9,4,
323.07,132214026,Tornillo de bloqueo en titanio 3.5x26mm,AP/BAN-3.5-9,4,
323.08,132214028,Tornillo de bloqueo en titanio 3.5x28mm,AP/BAN-3.5-9,4,
323.09,132214030,Tornillo de bloqueo en titanio 3.5x30mm,AP/BAN-3.5-9,4,
323.1,132214032,Tornillo de bloqueo en titanio 3.5x32mm,AP/BAN-3.5-9,4,
323.11,132214034,Tornillo de bloqueo en titanio 3.5x34mm,AP/BAN-3.5-9,4,
323.12,132214036,Tornillo de bloqueo en titanio 3.5x36mm,AP/BAN-3.5-9,4,
323.13,132214038,Tornillo de bloqueo en titanio 3.5x38mm,AP/BAN-3.5-9,4,
323.14,132214040,Tornillo de bloqueo en titanio 3.5x40mm,AP/BAN-3.5-9,4,
323.15,132214042,Tornillo de bloqueo en titanio 3.5x42mm,AP/BAN-3.5-9,4,
323.16,132214044,Tornillo de bloqueo en titanio 3.5x44mm,AP/BAN-3.5-9,4,
323.17,132214046,Tornillo de bloqueo en titanio 3.5x46mm,AP/BAN-3.5-9,4,
323.18,132214048,Tornillo de bloqueo en titanio 3.5x48mm,AP/BAN-3.5-9,4,
324.01,132112016,Tornillo Cortical en titanio 3.5x16mm,AP/BAN-3.5-9,2,
324.02,132112018,Tornillo Cortical en titanio 3.5x18mm,AP/BAN-3.5-9,2,
324.03,132112020,Tornillo Cortical en titanio 3.5x20mm,AP/BAN-3.5-9,2,
324.04,132112022,Tornillo Cortical en titanio 3.5x22mm,AP/BAN-3.5-9,2,
324.05,132112024,Tornillo Cortical en titanio 3.5x24mm,AP/BAN-3.5-9,2,
324.06,132112026,Tornillo Cortical en titanio 3.5x26mm,AP/BAN-3.5-9,2,
324.07,132112028,Tornillo Cortical en titanio 3.5x28mm,AP/BAN-3.5-9,2,
324.08,132112030,Tornillo Cortical en titanio 3.5x30mm,AP/BAN-3.5-9,2,
324.09,132112032,Tornillo Cortical en titanio 3.5x32mm,AP/BAN-3.5-9,2,
324.1,132112034,Tornillo Cortical en titanio 3.5x34mm,AP/BAN-3.5-9,2,
324.11,132112036,Tornillo Cortical en titanio 3.5x36mm,AP/BAN-3.5-9,2,
324.12,132112038,Tornillo Cortical en titanio 3.5x38mm,AP/BAN-3.5-9,2,
324.13,132112040,Tornillo Cortical en titanio 3.5x40mm,AP/BAN-3.5-9,2,
324.14,132112042,Tornillo Cortical en titanio 3.5x42mm,AP/BAN-3.5-9,2,
,,Tornillo Cortical en titanio 3.5x46mm,AP/BAN-3.5-9,1,
,,Tornillo Cortical en titanio 3.5x65mm,AP/BAN-3.5-9,2,
,,Tornillo Cortical en titanio 3.5x70mm,AP/BAN-3.5-9,2,
325.01,132117218,Tornillo de Esponjosa en titanio 4.0x18mm,AP/BAN-3.5-9,2,
325.02,132117220,Tornillo de Esponjosa en titanio 4.0x20mm,AP/BAN-3.5-9,2,
325.03,132117222,Tornillo de Esponjosa en titanio 4.0x22mm,AP/BAN-3.5-9,2,
325.04,132117224,Tornillo de Esponjosa en titanio 4.0x24mm,AP/BAN-3.5-9,2,
325.05,132117226,Tornillo de Esponjosa en titanio 4.0x26mm,AP/BAN-3.5-9,2,
325.06,132117228,Tornillo de Esponjosa en titanio 4.0x28mm,AP/BAN-3.5-9,2,
325.07,132117230,Tornillo de Esponjosa en titanio 4.0x30mm,AP/BAN-3.5-9,2,
325.08,132117232,Tornillo de Esponjosa en titanio 4.0x32mm,AP/BAN-3.5-9,2,
325.09,132117234,Tornillo de Esponjosa en titanio 4.0x34mm,AP/BAN-3.5-9,2,
325.1,132117236,Tornillo de Esponjosa en titanio 4.0x36mm,AP/BAN-3.5-9,2,
325.11,132117238,Tornillo de Esponjosa en titanio 4.0x38mm,AP/BAN-3.5-9,2,
325.12,132117240,Tornillo de Esponjosa en titanio 4.0x40mm,AP/BAN-3.5-9,2,
325.13,132117242,Tornillo de Esponjosa en titanio 4.0x42mm,AP/BAN-3.5-9,2,
325.14,132117244,Tornillo de Esponjosa en titanio 4.0x44mm,AP/BAN-3.5-9,2,
325.15,132117246,Tornillo de Esponjosa en titanio 4.0x46mm,AP/BAN-3.5-9,2,
325.16,132117248,Tornillo de Esponjosa en titanio 4.0x48mm,AP/BAN-3.5-9,2,
325.17,132117250,Tornillo de Esponjosa en titanio 4.0x50mm,AP/BAN-3.5-9,2,
325.18,132117252,Tornillo de Esponjosa en titanio 4.0x52mm,AP/BAN-3.5-9,2,
326.01,132115030,Tornillo de Esponjosa de rosca parcial en titanio 4.0x30mm,AP/BAN-3.5-9,2,
326.02,132115032,Tornillo de Esponjosa de rosca parcial en titanio 4.0x32mm,AP/BAN-3.5-9,2,
326.03,132115034,Tornillo de Esponjosa de rosca parcial en titanio 4.0x34mm,AP/BAN-3.5-9,2,
326.04,132115036,Tornillo de Esponjosa de rosca parcial en titanio 4.0x36mm,AP/BAN-3.5-9,2,
326.05,132115038,Tornillo de Esponjosa de rosca parcial en titanio 4.0x38mm,AP/BAN-3.5-9,2,
326.06,132115040,Tornillo de Esponjosa de rosca parcial en titanio 4.0x40mm,AP/BAN-3.5-9,2,
326.07,132115042,Tornillo de Esponjosa de rosca parcial en titanio 4.0x42mm,AP/BAN-3.5-9,2,
326.08,132115044,Tornillo de Esponjosa de rosca parcial en titanio 4.0x44mm,AP/BAN-3.5-9,2,
326.09,132115046,Tornillo de Esponjosa de rosca parcial en titanio 4.0x46mm,AP/BAN-3.5-9,2,
326.1,132115048,Tornillo de Esponjosa de rosca parcial en titanio 4.0x48mm,AP/BAN-3.5-9,2,
326.11,132115050,Tornillo de Esponjosa de rosca parcial en titanio 4.0x50mm,AP/BAN-3.5-9,2,
326.12,132115052,Tornillo de Esponjosa de rosca parcial en titanio 4.0x52mm,AP/BAN-3.5-9,2,
326.13,132115054,Tornillo de Esponjosa de rosca parcial en titanio 4.0x54mm,AP/BAN-3.5-9,2,
326.14,132115056,Tornillo de Esponjosa de rosca parcial en titanio 4.0x56mm,AP/BAN-3.5-9,2,
326.15,132115058,Tornillo de Esponjosa de rosca parcial en titanio 4.0x58mm,AP/BAN-3.5-9,2,
326.16,132115060,Tornillo de Esponjosa de rosca parcial en titanio 4.0x60mm,AP/BAN-3.5-9,2,
323.01,132214014,Tornillo de bloqueo en titanio 3.5x14mm,AP/BAN-3.5-10,4,
323.02,132214016,Tornillo de bloqueo en titanio 3.5x16mm,AP/BAN-3.5-10,4,
323.03,132214018,Tornillo de bloqueo en titanio 3.5x18mm,AP/BAN-3.5-10,4,
323.04,132214020,Tornillo de bloqueo en titanio 3.5x20mm,AP/BAN-3.5-10,4,
323.05,132214022,Tornillo de bloqueo en titanio 3.5x22mm,AP/BAN-3.5-10,4,
323.06,132214024,Tornillo de bloqueo en titanio 3.5x24mm,AP/BAN-3.5-10,4,
323.07,132214026,Tornillo de bloqueo en titanio 3.5x26mm,AP/BAN-3.5-10,4,
323.08,132214028,Tornillo de bloqueo en titanio 3.5x28mm,AP/BAN-3.5-10,4,
323.09,132214030,Tornillo de bloqueo en titanio 3.5x30mm,AP/BAN-3.5-10,4,
323.1,132214032,Tornillo de bloqueo en titanio 3.5x32mm,AP/BAN-3.5-10,4,
323.11,132214034,Tornillo de bloqueo en titanio 3.5x34mm,AP/BAN-3.5-10,4,
323.12,132214036,Tornillo de bloqueo en titanio 3.5x36mm,AP/BAN-3.5-10,4,
323.13,132214038,Tornillo de bloqueo en titanio 3.5x38mm,AP/BAN-3.5-10,4,
323.14,132214040,Tornillo de bloqueo en titanio 3.5x40mm,AP/BAN-3.5-10,4,
323.15,132214042,Tornillo de bloqueo en titanio 3.5x42mm,AP/BAN-3.5-10,4,
323.16,132214044,Tornillo de bloqueo en titanio 3.5x44mm,AP/BAN-3.5-10,4,
323.17,132214046,Tornillo de bloqueo en titanio 3.5x46mm,AP/BAN-3.5-10,4,
323.18,132214048,Tornillo de bloqueo en titanio 3.5x48mm,AP/BAN-3.5-10,4,
324.01,132112016,Tornillo Cortical en titanio 3.5x16mm,AP/BAN-3.5-10,2,
324.02,132112018,Tornillo Cortical en titanio 3.5x18mm,AP/BAN-3.5-10,2,
324.03,132112020,Tornillo Cortical en titanio 3.5x20mm,AP/BAN-3.5-10,2,
324.04,132112022,Tornillo Cortical en titanio 3.5x22mm,AP/BAN-3.5-10,2,
324.05,132112024,Tornillo Cortical en titanio 3.5x24mm,AP/BAN-3.5-10,2,
324.06,132112026,Tornillo Cortical en titanio 3.5x26mm,AP/BAN-3.5-10,2,
324.07,132112028,Tornillo Cortical en titanio 3.5x28mm,AP/BAN-3.5-10,2,
324.08,132112030,Tornillo Cortical en titanio 3.5x30mm,AP/BAN-3.5-10,2,
324.09,132112032,Tornillo Cortical en titanio 3.5x32mm,AP/BAN-3.5-10,2,
324.1,132112034,Tornillo Cortical en titanio 3.5x34mm,AP/BAN-3.5-10,2,
324.11,132112036,Tornillo Cortical en titanio 3.5x36mm,AP/BAN-3.5-10,2,
324.12,132112038,Tornillo Cortical en titanio 3.5x38mm,AP/BAN-3.5-10,2,
324.13,132112040,Tornillo Cortical en titanio 3.5x40mm,AP/BAN-3.5-10,2,
324.14,132112042,Tornillo Cortical en titanio 3.5x42mm,AP/BAN-3.5-10,2,
,,Tornillo Cortical en titanio 3.5x44mm,AP/BAN-3.5-10,1,
,,Tornillo Cortical en titanio 3.5x55mm,AP/BAN-3.5-10,2,
,,Tornillo Cortical en titanio 3.5x65mm,AP/BAN-3.5-10,2,
,,Tornillo Cortical en titanio 3.5x70mm,AP/BAN-3.5-10,1,
,,Tornillo de Esponjosa en titanio 4.0x16mm,AP/BAN-3.5-10,1,
325.01,132117218,Tornillo de Esponjosa en titanio 4.0x18mm,AP/BAN-3.5-10,2,
325.02,132117220,Tornillo de Esponjosa en titanio 4.0x20mm,AP/BAN-3.5-10,2,
325.03,132117222,Tornillo de Esponjosa en titanio 4.0x22mm,AP/BAN-3.5-10,2,
325.04,132117224,Tornillo de Esponjosa en titanio 4.0x24mm,AP/BAN-3.5-10,2,
325.05,132117226,Tornillo de Esponjosa en titanio 4.0x26mm,AP/BAN-3.5-10,2,
325.06,132117228,Tornillo de Esponjosa en titanio 4.0x28mm,AP/BAN-3.5-10,2,
325.07,132117230,Tornillo de Esponjosa en titanio 4.0x30mm,AP/BAN-3.5-10,2,
325.08,132117232,Tornillo de Esponjosa en titanio 4.0x32mm,AP/BAN-3.5-10,2,
325.09,132117234,Tornillo de Esponjosa en titanio 4.0x34mm,AP/BAN-3.5-10,2,
325.1,132117236,Tornillo de Esponjosa en titanio 4.0x36mm,AP/BAN-3.5-10,2,
325.11,132117238,Tornillo de Esponjosa en titanio 4.0x38mm,AP/BAN-3.5-10,2,
325.12,132117240,Tornillo de Esponjosa en titanio 4.0x40mm,AP/BAN-3.5-10,2,
325.13,132117242,Tornillo de Esponjosa en titanio 4.0x42mm,AP/BAN-3.5-10,2,
325.14,132117244,Tornillo de Esponjosa en titanio 4.0x44mm,AP/BAN-3.5-10,2,
325.15,132117246,Tornillo de Esponjosa en titanio 4.0x46mm,AP/BAN-3.5-10,2,
325.16,132117248,Tornillo de Esponjosa en titanio 4.0x48mm,AP/BAN-3.5-10,2,
325.17,132117250,Tornillo de Esponjosa en titanio 4.0x50mm,AP/BAN-3.5-10,2,
325.18,132117252,Tornillo de Esponjosa en titanio 4.0x52mm,AP/BAN-3.5-10,2,
326.01,132115030,Tornillo de Esponjosa de rosca parcial en titanio 4.0x30mm,AP/BAN-3.5-10,2,
326.02,132115032,Tornillo de Esponjosa de rosca parcial en titanio 4.0x32mm,AP/BAN-3.5-10,2,
326.03,132115034,Tornillo de Esponjosa de rosca parcial en titanio 4.0x34mm,AP/BAN-3.5-10,2,
326.04,132115036,Tornillo de Esponjosa de rosca parcial en titanio 4.0x36mm,AP/BAN-3.5-10,2,
326.05,132115038,Tornillo de Esponjosa de rosca parcial en titanio 4.0x38mm,AP/BAN-3.5-10,2,
326.06,132115040,Tornillo de Esponjosa de rosca parcial en titanio 4.0x40mm,AP/BAN-3.5-10,2,
326.07,132115042,Tornillo de Esponjosa de rosca parcial en titanio 4.0x42mm,AP/BAN-3.5-10,2,
326.08,132115044,Tornillo de Esponjosa de rosca parcial en titanio 4.0x44mm,AP/BAN-3.5-10,2,
326.09,132115046,Tornillo de Esponjosa de rosca parcial en titanio 4.0x46mm,AP/BAN-3.5-10,2,
326.1,132115048,Tornillo de Esponjosa de rosca parcial en titanio 4.0x48mm,AP/BAN-3.5-10,2,
326.11,132115050,Tornillo de Esponjosa de rosca parcial en titanio 4.0x50mm,AP/BAN-3.5-10,2,
326.12,132115052,Tornillo de Esponjosa de rosca parcial en titanio 4.0x52mm,AP/BAN-3.5-10,2,
326.13,132115054,Tornillo de Esponjosa de rosca parcial en titanio 4.0x54mm,AP/BAN-3.5-10,2,
326.14,132115056,Tornillo de Esponjosa de rosca parcial en titanio 4.0x56mm,AP/BAN-3.5-10,2,
326.15,132115058,Tornillo de Esponjosa de rosca parcial en titanio 4.0x58mm,AP/BAN-3.5-10,2,
326.16,132115060,Tornillo de Esponjosa de rosca parcial en titanio 4.0x60mm,AP/BAN-3.5-10,2,
327.01,134211030,Tornillo Canulado en titanio 4.5x30mm,AP/BAN-TC4.5-1,2,
327.02,134211034,Tornillo Canulado en titanio 4.5x34mm,AP/BAN-TC4.5-1,2,
327.04,134211038,Tornillo Canulado en titanio 4.5x38mm,AP/BAN-TC4.5-1,2,
327.06,134211042,Tornillo Canulado en titanio 4.5x42mm,AP/BAN-TC4.5-1,2,
327.08,134211046,Tornillo Canulado en titanio 4.5x46mm,AP/BAN-TC4.5-1,2,
327.1,134211050,Tornillo Canulado en titanio 4.5x50mm,AP/BAN-TC4.5-1,2,
327.12,134211054,Tornillo Canulado en titanio 4.5x54mm,AP/BAN-TC4.5-1,2,
327.13,134211056,Tornillo Canulado en titanio 4.5x56mm,AP/BAN-TC4.5-1,2,
327.15,134211060,Tornillo Canulado en titanio 4.5x60mm,AP/BAN-TC4.5-1,2,
327.16,134211064,Tornillo Canulado en titanio 4.5x64mm,AP/BAN-TC4.5-1,2,
327.17,134211068,Tornillo Canulado en titanio 4.5x68mm,AP/BAN-TC4.5-1,2,
501.01,232516125,Tornillo Pedicular Poliaxial estándar en titanio 4.5x25mm,AP/BAN-C-1,0,
501.02,232516130,Tornillo Pedicular Poliaxial estándar en titanio 4.5x30mm,AP/BAN-C-1,4,
501.03,232516135,Tornillo Pedicular Poliaxial estándar en titanio 4.5x35mm,AP/BAN-C-1,4,
501.04,232516235,Tornillo Pedicular Poliaxial estándar en titanio 5.0x35mm,AP/BAN-C-1,4,
501.05,232516240,Tornillo Pedicular Poliaxial estándar en titanio 5.0x40mm,AP/BAN-C-1,4,
501.06,232516335,Tornillo Pedicular Poliaxial estándar en titanio 5.5x35mm,AP/BAN-C-1,4,
501.07,232516340,Tornillo Pedicular Poliaxial estándar en titanio 5.5x40mm,AP/BAN-C-1,8,
501.08,232516345,Tornillo Pedicular Poliaxial estándar en titanio 5.5x45mm,AP/BAN-C-1,8,
501.09,232516435,Tornillo Pedicular Poliaxial estándar en titanio 6.0x35mm,AP/BAN-C-1,4,
501.1,232516440,Tornillo Pedicular Poliaxial estándar en titanio 6.0x40mm,AP/BAN-C-1,4,
501.11,232516445,Tornillo Pedicular Poliaxial estándar en titanio 6.0x45mm,AP/BAN-C-1,4,
501.12,232516530,Tornillo Pedicular Poliaxial estándar en titanio 6.5x30mm,AP/BAN-C-1,4,
501.13,232516535,Tornillo Pedicular Poliaxial estándar en titanio 6.5x35mm,AP/BAN-C-1,4,
501.14,232516540,Tornillo Pedicular Poliaxial estándar en titanio 6.5x40mm,AP/BAN-C-1,4,
501.15,232516545,Tornillo Pedicular Poliaxial estándar en titanio 6.5x45mm,AP/BAN-C-1,4,
501.16,232516635,Tornillo Pedicular Poliaxial estándar en titanio 7.0x35mm,AP/BAN-C-1,4,
501.17,232516640,Tornillo Pedicular Poliaxial estándar en titanio 7.0x40mm,AP/BAN-C-1,4,
502.02,,Tornillo Pedicular Poliaxial de reducción en titanio 4.5x30mm,AP/BAN-C-1,4,
502.03,232512135,Tornillo Pedicular Poliaxial de reducción en titanio 4.5x35mm,AP/BAN-C-1,4,
502.05,232512235,Tornillo Pedicular Poliaxial de reducción en titanio 5.0x35mm,AP/BAN-C-1,4,
502.06,232512240,Tornillo Pedicular Poliaxial de reducción en titanio 5.0x40mm,AP/BAN-C-1,4,
502.07,,Tornillo Pedicular Poliaxial de reducción en titanio 5.5x35mm,AP/BAN-C-1,4,
502.08,232512340,Tornillo Pedicular Poliaxial de reducción en titanio 5.5x40mm,AP/BAN-C-1,4,
502.09,232512345,Tornillo Pedicular Poliaxial de reducción en titanio 5.5x45mm,AP/BAN-C-1,4,
502.1,232512435,Tornillo Pedicular Poliaxial de reducción en titanio 6.0x35mm,AP/BAN-C-1,4,
502.11,232512440,Tornillo Pedicular Poliaxial de reducción en titanio 6.0x40mm,AP/BAN-C-1,4,
502.12,232512445,Tornillo Pedicular Poliaxial de reducción en titanio 6.0x45mm,AP/BAN-C-1,4,
502.13,232512535,Tornillo Pedicular Poliaxial de reducción en titanio 6.5x35mm,AP/BAN-C-1,4,
502.14,232512540,Tornillo Pedicular Poliaxial de reducción en titanio 6.5x40mm,AP/BAN-C-1,4,
502.15,232512545,Tornillo Pedicular Poliaxial de reducción en titanio 6.5x45mm,AP/BAN-C-1,4,
502.17,232512635,Tornillo Pedicular Poliaxial de reducción en titanio 7.0x35mm,AP/BAN-C-1,4,
502.18,232512640,Tornillo Pedicular Poliaxial de reducción en titanio 7.0x40mm,AP/BAN-C-1,4,
503.01,232519240,Barra en titanio 5.5x400,AP/BAN-C-1,2,
503.02,232519250,Barra en titanio 5.5x500,AP/BAN-C-1,2,
504.03,232510640,Crosslink en titanio 40,AP/BAN-C-1,1,
504.04,232510646,Crosslink en titanio 46,AP/BAN-C-1,1,
504.05,232510650,Crosslink en titanio 50,AP/BAN-C-1,1,
504.06,232510656,Crosslink en titanio 56,AP/BAN-C-1,1,
504.07,232510660,Crosslink en titanio 60,AP/BAN-C-1,1,
501.01,232516125,Tornillo Pedicular Poliaxial estándar en titanio 4.5x25mm,AP/BAN-C-2,0,
501.02,232516130,Tornillo Pedicular Poliaxial estándar en titanio 4.5x30mm,AP/BAN-C-2,4,
501.03,232516135,Tornillo Pedicular Poliaxial estándar en titanio 4.5x35mm,AP/BAN-C-2,4,
501.04,232516235,Tornillo Pedicular Poliaxial estándar en titanio 5.0x35mm,AP/BAN-C-2,4,
501.05,232516240,Tornillo Pedicular Poliaxial estándar en titanio 5.0x40mm,AP/BAN-C-2,4,
501.06,232516335,Tornillo Pedicular Poliaxial estándar en titanio 5.5x35mm,AP/BAN-C-2,4,
501.07,232516340,Tornillo Pedicular Poliaxial estándar en titanio 5.5x40mm,AP/BAN-C-2,8,
501.08,232516345,Tornillo Pedicular Poliaxial estándar en titanio 5.5x45mm,AP/BAN-C-2,8,
501.09,232516435,Tornillo Pedicular Poliaxial estándar en titanio 6.0x35mm,AP/BAN-C-2,4,
501.1,232516440,Tornillo Pedicular Poliaxial estándar en titanio 6.0x40mm,AP/BAN-C-2,4,
501.11,232516445,Tornillo Pedicular Poliaxial estándar en titanio 6.0x45mm,AP/BAN-C-2,4,
501.12,232516530,Tornillo Pedicular Poliaxial estándar en titanio 6.5x30mm,AP/BAN-C-2,4,
501.13,232516535,Tornillo Pedicular Poliaxial estándar en titanio 6.5x35mm,AP/BAN-C-2,4,
501.14,232516540,Tornillo Pedicular Poliaxial estándar en titanio 6.5x40mm,AP/BAN-C-2,4,
501.15,232516545,Tornillo Pedicular Poliaxial estándar en titanio 6.5x45mm,AP/BAN-C-2,4,
501.16,232516635,Tornillo Pedicular Poliaxial estándar en titanio 7.0x35mm,AP/BAN-C-2,4,
501.17,232516640,Tornillo Pedicular Poliaxial estándar en titanio 7.0x40mm,AP/BAN-C-2,4,
502.02,,Tornillo Pedicular Poliaxial de reducción en titanio 4.5x30mm,AP/BAN-C-2,4,
502.03,232512135,Tornillo Pedicular Poliaxial de reducción en titanio 4.5x35mm,AP/BAN-C-2,4,
502.05,232512235,Tornillo Pedicular Poliaxial de reducción en titanio 5.0x35mm,AP/BAN-C-2,4,
502.06,232512240,Tornillo Pedicular Poliaxial de reducción en titanio 5.0x40mm,AP/BAN-C-2,4,
502.07,,Tornillo Pedicular Poliaxial de reducción en titanio 5.5x35mm,AP/BAN-C-2,4,
502.08,232512340,Tornillo Pedicular Poliaxial de reducción en titanio 5.5x40mm,AP/BAN-C-2,4,
502.09,232512345,Tornillo Pedicular Poliaxial de reducción en titanio 5.5x45mm,AP/BAN-C-2,4,
502.1,232512435,Tornillo Pedicular Poliaxial de reducción en titanio 6.0x35mm,AP/BAN-C-2,4,
502.11,232512440,Tornillo Pedicular Poliaxial de reducción en titanio 6.0x40mm,AP/BAN-C-2,4,
502.12,232512445,Tornillo Pedicular Poliaxial de reducción en titanio 6.0x45mm,AP/BAN-C-2,4,
502.13,232512535,Tornillo Pedicular Poliaxial de reducción en titanio 6.5x35mm,AP/BAN-C-2,4,
502.14,232512540,Tornillo Pedicular Poliaxial de reducción en titanio 6.5x40mm,AP/BAN-C-2,4,
502.15,232512545,Tornillo Pedicular Poliaxial de reducción en titanio 6.5x45mm,AP/BAN-C-2,4,
502.17,232512635,Tornillo Pedicular Poliaxial de reducción en titanio 7.0x35mm,AP/BAN-C-2,4,
502.18,232512640,Tornillo Pedicular Poliaxial de reducción en titanio 7.0x40mm,AP/BAN-C-2,4,
503.01,232519240,Barra en titanio 5.5x400,AP/BAN-C-2,2,
504.03,232510640,Crosslink en titanio 40,AP/BAN-C-2,1,
504.04,232510646,Crosslink en titanio 46,AP/BAN-C-2,1,
504.05,232510650,Crosslink en titanio 50,AP/BAN-C-2,1,
504.06,232510656,Crosslink en titanio 56,AP/BAN-C-2,1,
504.07,232510660,Crosslink en titanio 60,AP/BAN-C-2,1,
506.01,253410007,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 7mm,AP/CAJA-TLIF-1,2,
506.02,253410008,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 8mm,AP/CAJA-TLIF-1,2,
506.03,253410009,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 9mm,AP/CAJA-TLIF-1,2,
506.04,253410010,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 10mm,AP/CAJA-TLIF-1,2,
506.05,253410011,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 11mm,AP/CAJA-TLIF-1,2,
506.06,253410012,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 12mm,AP/CAJA-TLIF-1,2,
506.07,253410013,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 13mm,AP/CAJA-TLIF-1,2,
506.08,253410015,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 15mm,AP/CAJA-TLIF-1,2,
506.01,253410007,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 7mm,AP/CAJA-TLIF-2,2,
506.02,253410008,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 8mm,AP/CAJA-TLIF-2,2,
506.03,253410009,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 9mm,AP/CAJA-TLIF-2,2,
506.04,253410010,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 10mm,AP/CAJA-TLIF-2,2,
506.05,253410011,Caja Transforaminal de torsión Intersomática Lumbar (TLIF) 11mm,AP/CAJA-TLIF-2,2,
