Codigo,,Descripcion de productos,Ubicación,Cantidad,
301.02,122265107,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 7 orificios izq.,AP/SET-AC-1,1,
301.03,122265108,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 8 orificios izq.,AP/SET-AC-1,1,
301.04,122265206,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 6 orificios der.,AP/SET-AC-1,1,
301.05,122265207,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 7 orificios der.,AP/SET-AC-1,1,
301.06,122265208,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 8 orificios der.,AP/SET-AC-1,1,
301.01,122265106,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 6 orificios izq.,AP/SET-AC-2,1,
301.02,122265107,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 7 orificios izq.,AP/SET-AC-2,1,
301.03,122265108,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 8 orificios izq.,AP/SET-AC-2,1,
301.04,122265206,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 6 orificios der.,AP/SET-AC-2,1,
301.05,122265207,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 7 orificios der.,AP/SET-AC-2,1,
301.06,122265208,Placa bloqueada anatómica anterosuperior de Clavícula en titanio de 8 orificios der.,AP/SET-AC-2,1,
302.01,122264104,Placa con extensión lateral de Clavícula en titanio de 3 orificios izq.,AP/SET-EC-1,1,
302.02,122264105,Placa con extensión lateral de Clavícula en titanio de 5 orificios izq.,AP/SET-EC-1,1,
302.03,122264106,Placa con extensión lateral de Clavícula en titanio de 6 orificios izq.,AP/SET-EC-1,1,
302.04,122264107,Placa con extensión lateral de Clavícula en titanio de 7 orificios izq.,AP/SET-EC-1,1,
302.05,122264108,Placa con extensión lateral de Clavícula en titanio de 8 orificios izq.,AP/SET-EC-1,1,
302.06,122264204,Placa con extensión lateral de Clavícula en titanio de 3 orificios der.,AP/SET-EC-1,1,
302.07,122264205,Placa con extensión lateral de Clavícula en titanio de 5 orificios der.,AP/SET-EC-1,1,
302.08,122264206,Placa con extensión lateral de Clavícula en titanio de 6 orificios der.,AP/SET-EC-1,1,
302.09,122264207,Placa con extensión lateral de Clavícula en titanio de 7 orificios der.,AP/SET-EC-1,1,
302.1,122264208,Placa con extensión lateral de Clavícula en titanio de 8 orificios der.,AP/SET-EC-1,1,
302.01,122264104,Placa con extensión lateral de Clavícula en titanio de 3 orificios izq.,AP/SET-EC-2,1,
302.02,122264105,Placa con extensión lateral de Clavícula en titanio de 5 orificios izq.,AP/SET-EC-2,1,
302.03,122264106,Placa con extensión lateral de Clavícula en titanio de 6 orificios izq.,AP/SET-EC-2,1,
302.04,122264107,Placa con extensión lateral de Clavícula en titanio de 7 orificios izq.,AP/SET-EC-2,1,
302.05,122264108,Placa con extensión lateral de Clavícula en titanio de 8 orificios izq.,AP/SET-EC-2,1,
302.06,122264204,Placa con extensión lateral de Clavícula en titanio de 3 orificios der.,AP/SET-EC-2,1,
302.07,122264205,Placa con extensión lateral de Clavícula en titanio de 5 orificios der.,AP/SET-EC-2,1,
302.08,122264206,Placa con extensión lateral de Clavícula en titanio de 6 orificios der.,AP/SET-EC-2,1,
302.09,122264207,Placa con extensión lateral de Clavícula en titanio de 7 orificios der.,AP/SET-EC-2,1,
302.1,122264208,Placa con extensión lateral de Clavícula en titanio de 8 orificios der.,AP/SET-EC-2,1,
303.01,122236104,Placa gancho de Clavícula en titanio de 4 orificios izq.,AP/SET-GC-1,1,
303.02,122236304,Placa gancho de Clavícula en titanio de 4 orificios der. ,AP/SET-GC-1,1,
303.01,122236104,Placa gancho de Clavícula en titanio de 4 orificios izq.,AP/SET-GC-2,1,
303.02,122236304,Placa gancho de Clavícula en titanio de 4 orificios der. ,AP/SET-GC-2,1,
304.01,122238003,Placa LISS proximal de Húmero en titanio de 3 orificios,AP/SET-PH-1,1,
304.02,122238005,Placa LISS proximal de Húmero en titanio de 5 orificios,AP/SET-PH-1,1,
304.03,122238007,Placa LISS proximal de Húmero en titanio de 7 orificios,AP/SET-PH-1,1,
304.04,122238009,Placa LISS proximal de Húmero en titanio de 9 orificios,AP/SET-PH-1,1,
304.05,122238011,Placa LISS proximal de Húmero en titanio de 11 orificios,AP/SET-PH-1,1,
304.06,122238013,Placa LISS proximal de Húmero en titanio de 13 orificios,AP/SET-PH-1,1,
304.01,122238003,Placa LISS proximal de Húmero en titanio de 3 orificios,AP/SET-PH-2,1,
304.02,122238005,Placa LISS proximal de Húmero en titanio de 5 orificios,AP/SET-PH-2,1,
304.03,122238007,Placa LISS proximal de Húmero en titanio de 7 orificios,AP/SET-PH-2,1,
304.04,122238009,Placa LISS proximal de Húmero en titanio de 9 orificios,AP/SET-PH-2,1,
304.05,122238011,Placa LISS proximal de Húmero en titanio de 11 orificios,AP/SET-PH-2,1,
304.06,122238013,Placa LISS proximal de Húmero en titanio de 13 orificios,AP/SET-PH-2,1,
304.01,122238003,Placa LISS proximal de Húmero en titanio de 3 orificios,AP/SET-PH-3,1,
304.02,122238005,Placa LISS proximal de Húmero en titanio de 5 orificios,AP/SET-PH-3,1,
304.03,122238007,Placa LISS proximal de Húmero en titanio de 7 orificios,AP/SET-PH-3,1,
304.04,122238009,Placa LISS proximal de Húmero en titanio de 9 orificios,AP/SET-PH-3,1,
304.05,122238011,Placa LISS proximal de Húmero en titanio de 11 orificios,AP/SET-PH-3,1,
304.06,122238013,Placa LISS proximal de Húmero en titanio de 13 orificios,AP/SET-PH-3,1,
305.01,122243103,Placa distal posterolateral de Húmero en titanio de 3 orificios izq.,AP/SET-DH-1,1,
305.02,122243105,Placa distal posterolateral de Húmero en titanio de 5 orificios izq.,AP/SET-DH-1,1,
305.03,122243107,Placa distal posterolateral de Húmero en titanio de 7 orificios izq. ,AP/SET-DH-1,1,
305.04,122243109,Placa distal posterolateral de Húmero en titanio de 9 orificios izq.,AP/SET-DH-1,1,
305.05,122243114,Placa distal posterolateral de Húmero en titanio de 14 orificios izq.,AP/SET-DH-1,1,
305.06,122243203,Placa distal posterolateral de Húmero en titanio de 3 orificios der.,AP/SET-DH-1,1,
305.07,122243205,Placa distal posterolateral de Húmero en titanio de 5 orificios der. ,AP/SET-DH-1,1,
305.08,122242207,Placa distal posterolateral de Húmero en titanio de 7 orificios der. ,AP/SET-DH-1,1,
305.09,122243209,Placa distal posterolateral de Húmero en titanio de 9 orificios der. ,AP/SET-DH-1,1,
305.1,122243214,Placa distal posterolateral de Húmero en titanio de 14 orificios der.,AP/SET-DH-1,1,
306.01,122245103,Placa distal medial de Húmero en titanio de 3 orificios izq.,AP/SET-DH-1,1,
306.02,122245105,Placa distal medial de Húmero en titanio de 5 orificios izq.,AP/SET-DH-1,1,
306.03,122245107,Placa distal medial de Húmero en titanio de 7 orificios izq.,AP/SET-DH-1,1,
306.04,122245109,Placa distal medial de Húmero en titanio de 9 orificios izq.,AP/SET-DH-1,1,
306.05,122245114,Placa distal medial de Húmero en titanio de 14 orificios izq.,AP/SET-DH-1,1,
306.06,122245203,Placa distal medial de Húmero en titanio de 3 orificios der.,AP/SET-DH-1,1,
306.08,122245207,Placa distal medial de Húmero en titanio de 7 orificios der.,AP/SET-DH-1,1,
306.09,122245209,Placa distal medial de Húmero en titanio de 9 orificios der.,AP/SET-DH-1,1,
306.1,122245214,Placa distal medial de Húmero en titanio de 14 orificios der.,AP/SET-DH-1,1,
305.01,122243103,Placa distal posterolateral de Húmero en titanio de 3 orificios izq.,AP/SET-DH-2,1,
305.02,122243105,Placa distal posterolateral de Húmero en titanio de 5 orificios izq.,AP/SET-DH-2,1,
305.03,122243107,Placa distal posterolateral de Húmero en titanio de 7 orificios izq. ,AP/SET-DH-2,1,
305.04,122243109,Placa distal posterolateral de Húmero en titanio de 9 orificios izq.,AP/SET-DH-2,1,
305.05,122243114,Placa distal posterolateral de Húmero en titanio de 14 orificios izq.,AP/SET-DH-2,1,
305.06,122243203,Placa distal posterolateral de Húmero en titanio de 3 orificios der.,AP/SET-DH-2,1,
305.07,122243205,Placa distal posterolateral de Húmero en titanio de 5 orificios der. ,AP/SET-DH-2,1,
305.08,122242207,Placa distal posterolateral de Húmero en titanio de 7 orificios der. ,AP/SET-DH-2,1,
305.09,122243209,Placa distal posterolateral de Húmero en titanio de 9 orificios der. ,AP/SET-DH-2,1,
305.1,122243214,Placa distal posterolateral de Húmero en titanio de 14 orificios der.,AP/SET-DH-2,1,
306.01,122245103,Placa distal medial de Húmero en titanio de 3 orificios izq.,AP/SET-DH-2,1,
306.02,122245105,Placa distal medial de Húmero en titanio de 5 orificios izq.,AP/SET-DH-2,1,
306.03,122245107,Placa distal medial de Húmero en titanio de 7 orificios izq.,AP/SET-DH-2,1,
306.04,122245109,Placa distal medial de Húmero en titanio de 9 orificios izq.,AP/SET-DH-2,1,
306.05,122245114,Placa distal medial de Húmero en titanio de 14 orificios izq.,AP/SET-DH-2,1,
306.06,122245203,Placa distal medial de Húmero en titanio de 3 orificios der.,AP/SET-DH-2,1,
306.08,122245207,Placa distal medial de Húmero en titanio de 7 orificios der.,AP/SET-DH-2,1,
306.09,122245209,Placa distal medial de Húmero en titanio de 9 orificios der.,AP/SET-DH-2,1,
306.1,122245214,Placa distal medial de Húmero en titanio de 14 orificios der.,AP/SET-DH-2,1,
307.01,122240104,Placa bloqueada de Olécrano en titanio de 4 orificios izq.,AP/SET-O-1,1,
307.02,122240106,Placa bloqueada de Olécrano en titanio de 6 orificios izq.,AP/SET-O-1,1,
307.03,122240108,Placa bloqueada de Olécrano en titanio de 8 orificios izq.,AP/SET-O-1,1,
307.04,122240204,Placa bloqueada de Olécrano en titanio de 4 orificios der.,AP/SET-O-1,1,
307.05,122240206,Placa bloqueada de Olécrano en titanio de 6 orificios der.,AP/SET-O-1,1,
307.06,122240208,Placa bloqueada de Olécrano en titanio de 8 orificios der. ,AP/SET-O-1,1,
307.01,122240104,Placa bloqueada de Olécrano en titanio de 4 orificios izq.,AP/SET-O-2,1,
307.02,122240106,Placa bloqueada de Olécrano en titanio de 6 orificios izq.,AP/SET-O-2,1,
307.03,122240108,Placa bloqueada de Olécrano en titanio de 8 orificios izq.,AP/SET-O-2,1,
307.04,122240204,Placa bloqueada de Olécrano en titanio de 4 orificios der.,AP/SET-O-2,1,
307.05,122240206,Placa bloqueada de Olécrano en titanio de 6 orificios der.,AP/SET-O-2,1,
307.06,122240208,Placa bloqueada de Olécrano en titanio de 8 orificios der. ,AP/SET-O-2,1,
309.01,122226006,Placa bloqueada estrecha fina 3.5 en titanio de 6 orificios,AP/SET-3.5EF-1,1,
309.02,122226007,Placa bloqueada estrecha fina 3.5 en titanio de 7 orificios,AP/SET-3.5EF-1,1,
309.04,122226010,Placa bloqueada estrecha fina 3.5 en titanio de 10 orificios,AP/SET-3.5EF-1,1,
309.05,122226012,Placa bloqueada estrecha fina 3.5 en titanio de 12 orificios,AP/SET-3.5EF-1,1,
309.01,122226006,Placa bloqueada estrecha fina 3.5 en titanio de 6 orificios,AP/SET-3.5EF-2,1,
309.02,122226007,Placa bloqueada estrecha fina 3.5 en titanio de 7 orificios,AP/SET-3.5EF-2,1,
309.04,122226010,Placa bloqueada estrecha fina 3.5 en titanio de 10 orificios,AP/SET-3.5EF-2,1,
309.05,122226012,Placa bloqueada estrecha fina 3.5 en titanio de 12 orificios,AP/SET-3.5EF-2,1,
309.01,122226006,Placa bloqueada estrecha fina 3.5 en titanio de 6 orificios,AP/SET-3.5EF-3,1,
309.02,122226007,Placa bloqueada estrecha fina 3.5 en titanio de 7 orificios,AP/SET-3.5EF-3,1,
309.04,122226010,Placa bloqueada estrecha fina 3.5 en titanio de 10 orificios,AP/SET-3.5EF-3,1,
309.05,122226012,Placa bloqueada estrecha fina 3.5 en titanio de 12 orificios,AP/SET-3.5EF-3,1,
309.01,122226006,Placa bloqueada estrecha fina 3.5 en titanio de 6 orificios,AP/SET-3.5EF-4,1,
309.02,122226007,Placa bloqueada estrecha fina 3.5 en titanio de 7 orificios,AP/SET-3.5EF-4,1,
309.03,122226008,Placa bloqueada estrecha fina 3.5 en titanio de 8 orificios,AP/SET-3.5EF-4,1,
309.04,122226010,Placa bloqueada estrecha fina 3.5 en titanio de 10 orificios,AP/SET-3.5EF-4,1,
309.05,122226012,Placa bloqueada estrecha fina 3.5 en titanio de 12 orificios,AP/SET-3.5EF-4,1,
310.01,122221103,Placa en T de ángulo oblicuo distal de radio en titanio de 3 orificios izq.,AP/SET-DR-1,1,
310.02,122221104,Placa en T de ángulo oblicuo distal de radio en titanio de 4 orificios izq.,AP/SET-DR-1,1,
310.03,122221105,Placa en T de ángulo oblicuo distal de radio en titanio de 5 orificios izq.,AP/SET-DR-1,1,
310.05,122221203,Placa en T de ángulo oblicuo distal de radio en titanio de 3 orificios der.,AP/SET-DR-1,1,
310.06,122221204,Placa en T de ángulo oblicuo distal de radio en titanio de 4 orificios der.,AP/SET-DR-1,1,
310.07,122221205,Placa en T de ángulo oblicuo distal de radio en titanio de 5 orificios der.,AP/SET-DR-1,1,
311.03,122220005,Placa en T de ángulo recto distal de radio en titanio 5 orificios,AP/SET-DR-1,1,
311.04,122220006,Placa en T de ángulo recto distal de radio en titanio 6 orificios,AP/SET-DR-1,1,
310.01,122221103,Placa en T de ángulo oblicuo distal de radio en titanio de 3 orificios izq.,AP/SET-DR-2,1,
310.02,122221104,Placa en T de ángulo oblicuo distal de radio en titanio de 4 orificios izq.,AP/SET-DR-2,1,
310.03,122221105,Placa en T de ángulo oblicuo distal de radio en titanio de 5 orificios izq.,AP/SET-DR-2,1,
310.05,122221203,Placa en T de ángulo oblicuo distal de radio en titanio de 3 orificios der.,AP/SET-DR-2,1,
310.06,122221204,Placa en T de ángulo oblicuo distal de radio en titanio de 4 orificios der.,AP/SET-DR-2,1,
310.07,122221205,Placa en T de ángulo oblicuo distal de radio en titanio de 5 orificios der.,AP/SET-DR-2,1,
311.03,122220005,Placa en T de ángulo recto distal de radio en titanio 5 orificios,AP/SET-DR-2,1,
311.04,122220006,Placa en T de ángulo recto distal de radio en titanio 6 orificios,AP/SET-DR-2,1,
312.01,122239003,Placa gancho distal de Cúbito en titanio 3 orificios,AP/GDC-1,1,
312.02,122239004,Placa gancho distal de Cúbito en titanio 4 orificios,AP/GDC-1,1,
312.01,122239003,Placa gancho distal de Cúbito en titanio 3 orificios,AP/GDC-2,1,
312.02,122239004,Placa gancho distal de Cúbito en titanio 4 orificios,AP/GDC-2,1,
,,Placa bloqueada de reconstrucción Pélvica en titanio 3 orificios ,AP/SET-RP-1,1,
,,Placa bloqueada de reconstrucción Pélvica en titanio 4 orificios ,AP/SET-RP-1,1,
313.01,122224006,Placa bloqueada de reconstrucción Pélvica en titanio 6 orificios ,AP/SET-RP-1,1,
313.02,122224007,Placa bloqueada de reconstrucción Pélvica en titanio 7 orificios ,AP/SET-RP-1,1,
313.03,122224008,Placa bloqueada de reconstrucción Pélvica en titanio 8 orificios ,AP/SET-RP-1,1,
313.04,122224010,Placa bloqueada de reconstrucción Pélvica en titanio 10 orificios ,AP/SET-RP-1,1,
313.05,122224012,Placa bloqueada de reconstrucción Pélvica en titanio 12 orificios ,AP/SET-RP-1,1,
313.06,122224014,Placa bloqueada de reconstrucción Pélvica en titanio 14 orificios ,AP/SET-RP-1,1,
313.07,122224016,Placa bloqueada de reconstrucción Pélvica en titanio 16 orificios ,AP/SET-RP-1,1,
313.08,122224018,Placa bloqueada de reconstrucción Pélvica en titanio 18 orificios ,AP/SET-RP-1,1,
313.09,122224020,Placa bloqueada de reconstrucción Pélvica en titanio 20 orificios ,AP/SET-RP-1,1,
314.01,122151006,Placa curva de reconstrucción Pélvica en titanio de 6 orificios,AP/SET-RP-1,1,
314.02,122151008,Placa curva de reconstrucción Pélvica en titanio de 8 orificios,AP/SET-RP-1,1,
314.03,122151010,Placa curva de reconstrucción Pélvica en titanio de 10 orificios,AP/SET-RP-1,1,
314.04,122151012,Placa curva de reconstrucción Pélvica en titanio de 12 orificios,AP/SET-RP-1,1,
314.05,122151014,Placa curva de reconstrucción Pélvica en titanio de 14 orificios,AP/SET-RP-1,1,
314.06,122151016,Placa curva de reconstrucción Pélvica en titanio de 16 orificios,AP/SET-RP-1,1,
314.07,122151018,Placa curva de reconstrucción Pélvica en titanio de 18 orificios,AP/SET-RP-1,1,
314.08,122151020,Placa curva de reconstrucción Pélvica en titanio de 20 orificios,AP/SET-RP-1,1,
,,Placa bloqueada de reconstrucción Pélvica en titanio 2 orificios ,AP/SET-RP-2,1,
,,Placa bloqueada de reconstrucción Pélvica en titanio 3 orificios ,AP/SET-RP-2,1,
313.01,122224006,Placa bloqueada de reconstrucción Pélvica en titanio 6 orificios ,AP/SET-RP-2,1,
313.02,122224007,Placa bloqueada de reconstrucción Pélvica en titanio 7 orificios ,AP/SET-RP-2,1,
313.03,122224008,Placa bloqueada de reconstrucción Pélvica en titanio 8 orificios ,AP/SET-RP-2,1,
313.04,122224010,Placa bloqueada de reconstrucción Pélvica en titanio 10 orificios ,AP/SET-RP-2,1,
313.05,122224012,Placa bloqueada de reconstrucción Pélvica en titanio 12 orificios ,AP/SET-RP-2,1,
313.06,122224014,Placa bloqueada de reconstrucción Pélvica en titanio 14 orificios ,AP/SET-RP-2,1,
313.07,122224016,Placa bloqueada de reconstrucción Pélvica en titanio 16 orificios ,AP/SET-RP-2,1,
313.08,122224018,Placa bloqueada de reconstrucción Pélvica en titanio 18 orificios ,AP/SET-RP-2,1,
313.09,122224020,Placa bloqueada de reconstrucción Pélvica en titanio 20 orificios ,AP/SET-RP-2,1,
314.01,122151006,Placa curva de reconstrucción Pélvica en titanio de 6 orificios,AP/SET-RP-2,1,
314.02,122151008,Placa curva de reconstrucción Pélvica en titanio de 8 orificios,AP/SET-RP-2,1,
314.03,122151010,Placa curva de reconstrucción Pélvica en titanio de 10 orificios,AP/SET-RP-2,1,
314.04,122151012,Placa curva de reconstrucción Pélvica en titanio de 12 orificios,AP/SET-RP-2,1,
314.05,122151014,Placa curva de reconstrucción Pélvica en titanio de 14 orificios,AP/SET-RP-2,1,
314.06,122151016,Placa curva de reconstrucción Pélvica en titanio de 16 orificios,AP/SET-RP-2,1,
314.07,122151018,Placa curva de reconstrucción Pélvica en titanio de 18 orificios,AP/SET-RP-2,1,
314.08,122151020,Placa curva de reconstrucción Pélvica en titanio de 20 orificios,AP/SET-RP-2,1,
315.01,,Placa araña para Patela en titanio 40,AP/SET-AP-1,1,
315.02,,Placa araña para Patela en titanio 50,AP/SET-AP-1,1,
315.03,,Placa araña para Patela en titanio 60,AP/SET-AP-1,1,
315.01,,Placa araña para Patela en titanio 40,AP/SET-AP-2,1,
315.02,,Placa araña para Patela en titanio 50,AP/SET-AP-2,1,
315.03,,Placa araña para Patela en titanio 60,AP/SET-AP-2,1,
316.01,122267106,Placa medial distal de Tibia en titanio 6 orificios izq.,AP/SET-DMT-1,1,
316.02,122267108,Placa medial distal de Tibia en titanio 8 orificios izq.,AP/SET-DMT-1,1,
316.03,122267110,Placa medial distal de Tibia en titanio 10 orificios izq.,AP/SET-DMT-1,1,
316.04,122267112,Placa medial distal de Tibia en titanio 12  orificios izq.,AP/SET-DMT-1,1,
316.05,122267114,Placa medial distal de Tibia en titanio 14 orificios izq.,AP/SET-DMT-1,1,
316.06,122267206,Placa medial distal de Tibia en titanio 6 orificios der.,AP/SET-DMT-1,1,
316.07,122267208,Placa medial distal de Tibia en titanio 8 orificios der.,AP/SET-DMT-1,1,
316.08,122267210,Placa medial distal de Tibia en titanio 10 orificios der.,AP/SET-DMT-1,1,
316.09,122267212,Placa medial distal de Tibia en titanio 12 orificios der.,AP/SET-DMT-1,1,
316.1,122267214,Placa medial distal de Tibia en titanio 14 orificios der.,AP/SET-DMT-1,1,
316.01,122267106,Placa medial distal de Tibia en titanio 6 orificios izq.,AP/SET-DMT-2,1,
316.02,122267108,Placa medial distal de Tibia en titanio 8 orificios izq.,AP/SET-DMT-2,1,
316.03,122267110,Placa medial distal de Tibia en titanio 10 orificios izq.,AP/SET-DMT-2,1,
316.04,122267112,Placa medial distal de Tibia en titanio 12  orificios izq.,AP/SET-DMT-2,1,
316.05,122267114,Placa medial distal de Tibia en titanio 14 orificios izq.,AP/SET-DMT-2,1,
316.06,122267206,Placa medial distal de Tibia en titanio 6 orificios der.,AP/SET-DMT-2,1,
316.07,122267208,Placa medial distal de Tibia en titanio 8 orificios der.,AP/SET-DMT-2,1,
316.08,122267210,Placa medial distal de Tibia en titanio 10 orificios der.,AP/SET-DMT-2,1,
316.09,122267212,Placa medial distal de Tibia en titanio 12 orificios der.,AP/SET-DMT-2,1,
316.1,122267214,Placa medial distal de Tibia en titanio 14 orificios der.,AP/SET-DMT-2,1,
316.01,122267106,Placa medial distal de Tibia en titanio 6 orificios izq.,AP/SET-DMT-3,1,
316.02,122267108,Placa medial distal de Tibia en titanio 8 orificios izq.,AP/SET-DMT-3,1,
316.03,122267110,Placa medial distal de Tibia en titanio 10 orificios izq.,AP/SET-DMT-3,1,
316.04,122267112,Placa medial distal de Tibia en titanio 12  orificios izq.,AP/SET-DMT-3,1,
316.05,122267114,Placa medial distal de Tibia en titanio 14 orificios izq.,AP/SET-DMT-3,1,
316.06,122267206,Placa medial distal de Tibia en titanio 6 orificios der.,AP/SET-DMT-3,1,
316.07,122267208,Placa medial distal de Tibia en titanio 8 orificios der.,AP/SET-DMT-3,1,
316.08,122267210,Placa medial distal de Tibia en titanio 10 orificios der.,AP/SET-DMT-3,1,
316.09,122267212,Placa medial distal de Tibia en titanio 12 orificios der.,AP/SET-DMT-3,1,
316.1,122267214,Placa medial distal de Tibia en titanio 14 orificios der.,AP/SET-DMT-3,1,
316.01,122267106,Placa medial distal de Tibia en titanio 6 orificios izq.,AP/SET-DMT-4,1,
316.02,122267108,Placa medial distal de Tibia en titanio 8 orificios izq.,AP/SET-DMT-4,1,
316.03,122267110,Placa medial distal de Tibia en titanio 10 orificios izq.,AP/SET-DMT-4,1,
316.04,122267112,Placa medial distal de Tibia en titanio 12  orificios izq.,AP/SET-DMT-4,1,
316.05,122267114,Placa medial distal de Tibia en titanio 14 orificios izq.,AP/SET-DMT-4,1,
316.06,122267206,Placa medial distal de Tibia en titanio 6 orificios der.,AP/SET-DMT-4,1,
316.07,122267208,Placa medial distal de Tibia en titanio 8 orificios der.,AP/SET-DMT-4,1,
316.08,122267210,Placa medial distal de Tibia en titanio 10 orificios der.,AP/SET-DMT-4,1,
316.09,122267212,Placa medial distal de Tibia en titanio 12 orificios der.,AP/SET-DMT-4,1,
316.1,122267214,Placa medial distal de Tibia en titanio 14 orificios der.,AP/SET-DMT-4,1,
316.01,122267106,Placa medial distal de Tibia en titanio 6 orificios izq.,AP/SET-DMT-5,1,
316.02,122267108,Placa medial distal de Tibia en titanio 8 orificios izq.,AP/SET-DMT-5,1,
316.03,122267110,Placa medial distal de Tibia en titanio 10 orificios izq.,AP/SET-DMT-5,1,
316.04,122267112,Placa medial distal de Tibia en titanio 12  orificios izq.,AP/SET-DMT-5,1,
316.05,122267114,Placa medial distal de Tibia en titanio 14 orificios izq.,AP/SET-DMT-5,1,
316.06,122267206,Placa medial distal de Tibia en titanio 6 orificios der.,AP/SET-DMT-5,1,
316.07,122267208,Placa medial distal de Tibia en titanio 8 orificios der.,AP/SET-DMT-5,1,
316.08,122267210,Placa medial distal de Tibia en titanio 10 orificios der.,AP/SET-DMT-5,1,
316.09,122267212,Placa medial distal de Tibia en titanio 12 orificios der.,AP/SET-DMT-5,1,
316.1,122267214,Placa medial distal de Tibia en titanio 14 orificios der.,AP/SET-DMT-5,1,
316.01,122267106,Placa medial distal de Tibia en titanio 6 orificios izq.,AP/SET-DMT-6,1,
316.02,122267108,Placa medial distal de Tibia en titanio 8 orificios izq.,AP/SET-DMT-6,1,
316.03,122267110,Placa medial distal de Tibia en titanio 10 orificios izq.,AP/SET-DMT-6,1,
316.04,122267112,Placa medial distal de Tibia en titanio 12  orificios izq.,AP/SET-DMT-6,1,
316.05,122267114,Placa medial distal de Tibia en titanio 14 orificios izq.,AP/SET-DMT-6,1,
316.06,122267206,Placa medial distal de Tibia en titanio 6 orificios der.,AP/SET-DMT-6,1,
316.07,122267208,Placa medial distal de Tibia en titanio 8 orificios der.,AP/SET-DMT-6,1,
316.08,122267210,Placa medial distal de Tibia en titanio 10 orificios der.,AP/SET-DMT-6,1,
316.09,122267212,Placa medial distal de Tibia en titanio 12 orificios der.,AP/SET-DMT-6,1,
316.1,122267214,Placa medial distal de Tibia en titanio 14 orificios der.,AP/SET-DMT-6,1,
317.01,122235107,Placa anterolateral distal de Tibia en titanio 7 orificios izq.,AP/SET-DLT-1,1,
317.02,122235109,Placa anterolateral distal de Tibia en titanio 9 orificios izq.,AP/SET-DLT-1,1,
317.03,122235111,Placa anterolateral distal de Tibia en titanio 11 orificios izq.,AP/SET-DLT-1,1,
317.04,122235113,Placa anterolateral distal de Tibia en titanio 13 orificios izq.,AP/SET-DLT-1,1,
317.05,122235115,Placa anterolateral distal de Tibia en titanio 15 orificios izq.,AP/SET-DLT-1,1,
317.06,122235119,Placa anterolateral distal de Tibia en titanio 19 orificios izq.,AP/SET-DLT-1,1,
317.08,122235205,Placa anterolateral distal de Tibia en titanio 5 orificios der.,AP/SET-DLT-1,1,
317.09,122235207,Placa anterolateral distal de Tibia en titanio 7 orificios der.,AP/SET-DLT-1,1,
317.1,122235209,Placa anterolateral distal de Tibia en titanio 9 orificios der.,AP/SET-DLT-1,1,
317.11,122235211,Placa anterolateral distal de Tibia en titanio 11 orificios der.,AP/SET-DLT-1,1,
317.12,122235213,Placa anterolateral distal de Tibia en titanio 13 orificios der.,AP/SET-DLT-1,1,
317.13,122235215,Placa anterolateral distal de Tibia en titanio 15 orificios der.,AP/SET-DLT-1,1,
,,Placa anterolateral distal de Tibia en titanio 17 orificios der.,AP/SET-DLT-1,1,
317.14,122235117,Placa anterolateral distal de Tibia en titanio 19 orificios der.,AP/SET-DLT-1,1,
317.15,122235221,Placa anterolateral distal de Tibia en titanio 21 orificios der.,AP/SET-DLT-1,1,
,,Placa anterolateral distal de Tibia en titanio 5 orificios izq.,AP/SET-DLT-2,1,
317.01,122235107,Placa anterolateral distal de Tibia en titanio 7 orificios izq.,AP/SET-DLT-2,1,
317.02,122235109,Placa anterolateral distal de Tibia en titanio 9 orificios izq.,AP/SET-DLT-2,1,
317.03,122235111,Placa anterolateral distal de Tibia en titanio 11 orificios izq.,AP/SET-DLT-2,1,
317.04,122235113,Placa anterolateral distal de Tibia en titanio 13 orificios izq.,AP/SET-DLT-2,1,
317.05,122235115,Placa anterolateral distal de Tibia en titanio 15 orificios izq.,AP/SET-DLT-2,1,
317.06,122235119,Placa anterolateral distal de Tibia en titanio 19 orificios izq.,AP/SET-DLT-2,1,
317.08,122235205,Placa anterolateral distal de Tibia en titanio 5 orificios der.,AP/SET-DLT-2,1,
317.09,122235207,Placa anterolateral distal de Tibia en titanio 7 orificios der.,AP/SET-DLT-2,1,
317.1,122235209,Placa anterolateral distal de Tibia en titanio 9 orificios der.,AP/SET-DLT-2,1,
317.11,122235211,Placa anterolateral distal de Tibia en titanio 11 orificios der.,AP/SET-DLT-2,1,
317.12,122235213,Placa anterolateral distal de Tibia en titanio 13 orificios der.,AP/SET-DLT-2,1,
317.13,122235215,Placa anterolateral distal de Tibia en titanio 15 orificios der.,AP/SET-DLT-2,1,
,,Placa anterolateral distal de Tibia en titanio 17 orificios der.,AP/SET-DLT-2,1,
317.14,122235117,Placa anterolateral distal de Tibia en titanio 19 orificios der.,AP/SET-DLT-2,1,
317.01,122235107,Placa anterolateral distal de Tibia en titanio 7 orificios izq.,AP/SET-DLT-3,1,
